Station,2019_mean
ASN00022803,15.859166666666667
ASN00022823,15.491666666666667
ASN00022841,15.279166666666667
ASN00023000,17.82
ASN00023013,17.620833333333334
ASN00023031,17.345833333333335
ASN00023034,17.346666666666668
ASN00023083,17.631666666666668
ASN00023090,18.094166666666666
ASN00023122,17.034166666666668
ASN00023343,16.969166666666666
ASN00023373,15.733333333333333
ASN00023842,13.576666666666666
ASN00023875,14.418333333333333
ASN00023878,15.0525
ASN00023887,15.33
ASN00024024,17.378333333333334
ASN00024048,17.915
ASN00024580,16.395833333333332
ASN00026020,14.175
ASN00026021,14.163333333333334
ASN00026026,14.905
ASN00026091,14.428333333333333
ASN00026095,14.975
ASN00026099,15.005833333333333
ASN00026100,15.059166666666666
ASN00027045,27.345833333333335
ASN00027058,27.543333333333333
ASN00027073,25.973333333333333
ASN00028004,25.599166666666665
ASN00029038,27.674166666666668
ASN00029126,25.208333333333332
ASN00029127,25.204166666666666
ASN00029141,26.285
ASN00030045,25.789166666666667
ASN00031010,25.179166666666667
ASN00031011,25.178333333333335
ASN00031037,26.321666666666665
ASN00031108,22.195833333333333
ASN00031209,25.620833333333334
ASN00031210,23.300833333333333
ASN00032025,23.885833333333334
ASN00032037,23.919166666666666
ASN00032040,24.820833333333333
ASN00032141,24.41
ASN00033002,23.898333333333333
ASN00033013,23.801666666666666
ASN00033045,22.876666666666665
ASN00033119,23.3375
ASN00033210,23.176666666666666
ASN00033294,22.580833333333334
ASN00034084,23.968333333333334
ASN00035069,21.846666666666668
ASN00035070,22.648333333333333
ASN00035264,24.095
ASN00036031,24.541666666666668
ASN00037010,26.335833333333333
ASN00039059,24.085833333333333
ASN00039083,23.904166666666665
ASN00039089,22.286666666666665
ASN00039123,23.8
ASN00039128,22.564166666666665
ASN00039326,23.495833333333334
ASN00040004,21.166666666666668
ASN00040043,21.969166666666666
ASN00040082,21.47833333333333
ASN00040093,21.328333333333333
ASN00040126,21.770833333333332
ASN00040211,21.614166666666666
ASN00040223,21.2125
ASN00040405,21.91
ASN00040717,21.046666666666667
ASN00040764,21.870833333333334
ASN00040842,21.191666666666666
ASN00040854,21.615833333333335
ASN00040861,21.33
ASN00040908,21.783333333333335
ASN00040913,22.441666666666666
ASN00040922,19.4725
ASN00041100,20.915
ASN00041175,16.451666666666668
ASN00041359,19.761666666666667
ASN00041522,20.368333333333332
ASN00041525,19.089166666666667
ASN00041529,19.1
ASN00042112,21.1875
ASN00043035,21.746666666666666
ASN00043091,21.5425
ASN00043109,22.145833333333332
ASN00044021,22.5125
ASN00044026,23.046666666666667
ASN00046012,20.273333333333333
ASN00047048,19.451666666666668
ASN00048079,21.696666666666665
ASN00048237,20.0775
ASN00048245,21.868333333333332
ASN00049002,18.105833333333333
ASN00050052,19.325833333333332
ASN00050137,19.480833333333333
ASN00051049,20.2675
ASN00051161,20.694166666666668
ASN00052020,22.4075
ASN00052088,21.16583333333333
ASN00053115,21.454166666666666
ASN00055049,18.930833333333332
ASN00055136,15.448333333333334
ASN00056013,15.213333333333333
ASN00056018,18.655833333333334
ASN00056037,14.4975
ASN00056229,13.716666666666667
ASN00056238,15.005
ASN00056243,14.395833333333334
ASN00057095,19.2625
ASN00058012,20.791666666666668
ASN00058198,20.153333333333332
ASN00058208,20.729166666666668
ASN00058212,21.018333333333334
ASN00058216,21.059166666666666
ASN00059040,19.509166666666665
ASN00059140,15.901666666666667
ASN00060013,19.156666666666666
ASN00060085,19.610833333333332
ASN00060139,18.779166666666665
ASN00060141,18.7625
ASN00061055,19.33416666666667
ASN00061078,19.179166666666667
ASN00061250,19.39
ASN00061260,18.753333333333334
ASN00061363,19.25
ASN00061366,19.5775
ASN00062101,16.895833333333332
ASN00063005,14.933333333333334
ASN00063291,14.8825
ASN00063292,13.8575
ASN00063303,13.499166666666667
ASN00064009,18.68
ASN00065068,17.743333333333332
ASN00065070,19.229166666666668
ASN00065103,18.24416666666667
ASN00065111,17.44333333333333
ASN00066037,19.708333333333332
ASN00066062,19.551666666666666
ASN00066137,18.894166666666667
ASN00066194,18.254166666666666
ASN00067033,18.666666666666668
ASN00067105,18.66
ASN00067119,18.684166666666666
ASN00068072,17.8125
ASN00068192,18.088333333333335
ASN00068228,18.2725
ASN00068239,14.585
ASN00069018,16.595833333333335
ASN00069022,16.68166666666667
ASN00069132,13.818333333333333
ASN00069139,15.881666666666666
ASN00069147,15.701666666666666
ASN00070005,12.935833333333333
ASN00070015,14.8625
ASN00070217,12.036666666666667
ASN00070263,14.78
ASN00070328,12.181666666666667
ASN00070330,14.043333333333333
ASN00070339,14.744166666666667
ASN00071032,5.53
ASN00071041,8.8075
ASN00072023,16.99
ASN00072091,9.475
ASN00072150,17.0125
ASN00072160,16.480833333333333
ASN00072161,9.471666666666666
ASN00072162,14.5975
ASN00073142,15.8625
ASN00074258,17.258333333333333
ASN00075032,19.030833333333334
ASN00075039,19.606666666666666
ASN00075041,18.23
ASN00076031,18.323333333333334
ASN00076064,17.720833333333335
ASN00077094,17.1325
ASN00078015,15.733333333333333
ASN00079028,15.2375
ASN00079100,15.000833333333333
ASN00079105,14.74
ASN00080015,16.6325
ASN00080023,17.405833333333334
ASN00080091,16.278333333333332
ASN00081049,15.763333333333334
ASN00081123,15.5025
ASN00081125,16.406666666666666
ASN00082039,15.573333333333334
ASN00082042,13.076666666666666
ASN00082138,15.455
ASN00083024,6.741666666666666
ASN00083090,12.646666666666667
ASN00084016,15.785
ASN00084084,15.646666666666667
ASN00084143,14.365833333333333
ASN00084144,15.059166666666666
ASN00085072,14.949166666666667
ASN00085096,14.8375
ASN00085279,14.9725
ASN00085280,14.8125
ASN00085296,14.739166666666666
ASN00085298,14.326666666666666
ASN00086068,15.868333333333334
ASN00086077,15.895833333333334
ASN00086104,15.643333333333333
ASN00086282,15.595833333333333
ASN00086373,15.684166666666666
ASN00086383,14.638333333333334
ASN00087031,15.625
ASN00087113,15.433333333333334
ASN00088023,14.9475
ASN00088043,15.149166666666666
ASN00088109,15.4325
ASN00088162,13.365
ASN00088164,13.600833333333334
ASN00089002,13.139166666666666
ASN00089085,13.9125
ASN00090015,14.425
ASN00090035,13.963333333333333
ASN00090171,13.671666666666667
ASN00090173,13.793333333333333
ASN00090175,14.379166666666666
ASN00090176,13.919166666666667
ASN00090180,15.075
ASN00090182,14.043333333333333
ASN00090184,14.6625
ASN00090186,13.734166666666667
ASN00091107,12.279166666666667
ASN00091126,12.863333333333333
ASN00091219,12.265833333333333
ASN00091237,13.2
ASN00091245,13.104166666666666
ASN00091259,11.305
ASN00091291,11.415833333333333
ASN00091292,12.4325
ASN00091293,13.470833333333333
ASN00091306,12.066666666666666
ASN00091311,12.059166666666666
ASN00092012,11.975
ASN00092027,13.0525
ASN00092045,14.491666666666667
ASN00092114,14.286666666666667
ASN00092123,14.370833333333334
ASN00094008,13.695833333333333
ASN00094010,12.835833333333333
ASN00094020,12.109166666666667
ASN00094029,13.883333333333333
ASN00094041,11.415833333333333
ASN00094087,5.223333333333334
ASN00094191,7.586666666666667
ASN00094198,12.8975
ASN00094201,12.098333333333333
ASN00094220,11.968333333333334
ASN00095003,12.295
ASN00095048,12.030833333333334
ASN00095063,10.661666666666667
ASN00096033,7.125
ASN00097000,13.145833333333334
ASN00097072,12.618333333333334
ASN00097083,10.674166666666666
ASN00098017,13.583333333333334
ASN00099005,14.0825
AU000005010,11.329166666666667
AU000005901,12.825
AU000006306,11.020833333333334
AU000011801,10.816666666666666
AU000016402,11.158333333333333
AUM00011155,5.333333333333333
AUM00011231,11.016666666666667
AYM00088963,-4.233333333333333
AYM00088968,-4.070833333333334
AYM00089002,-17.141666666666666
AYM00089034,-13.008333333333333
AYM00089050,-2.0208333333333335
AYM00089053,-1.55
AYM00089055,-7.891666666666667
AYM00089056,-2.05
AYM00089057,-1.6666666666666667
AYM00089058,-1.7125
AYM00089062,-4.216666666666667
AYM00089063,-2.7291666666666665
AYM00089066,-5.004166666666666
AYM00089108,-47.31666666666667
AYM00089257,-22.175
AYM00089262,-14.670833333333333
AYM00089266,-15.516666666666667
AYM00089272,-19.133333333333333
AYM00089314,-21.520833333333332
AYM00089324,-25.8125
AYM00089329,-22.029166666666665
AYM00089332,-23.104166666666668
AYM00089345,-20.895833333333332
AYM00089376,-25.45
AYM00089377,-24.091666666666665
AYM00089532,-9.791666666666666
AYM00089564,-10.583333333333334
AYM00089571,-9.925
AYM00089573,-9.541666666666666
AYM00089574,-9.5625
AYM00089592,-11.208333333333334
AYM00089606,-54.49166666666667
AYM00089611,-9.2875
AYM00089642,-10.416666666666666
AYM00089664,-15.079166666666667
AYM00089744,-46.09166666666667
AYM00089768,-22.879166666666666
AYM00089769,-20.366666666666667
AYM00089799,-48.406666666666666
AYM00089828,-50.516666666666666
AYM00089832,-14.958333333333334
AYM00089834,-24.020833333333332
AYM00089864,-16.8125
AYM00089868,-23.779166666666665
AYM00089869,-22.266666666666666
AYM00089872,-21.3375
AYW00087602,-14.264166666666666
AYW00090001,-48.40833333333333
BA000041150,28.558333333333334
BC000068032,25.034166666666668
BC012192590,25.4175
BE000006447,11.520833333333334
BF000078073,26.445833333333333
BHM00078583,27.45
BKM00014542,13.95
BKM00014557,12.908333333333333
BKM00014648,16.879166666666666
BKM00014652,2.308333333333333
BKM00014654,12.3575
BL000085041,26.679166666666667
BL000085043,27.033333333333335
BL000085114,27.029166666666665
BL000085141,26.245833333333334
BL000085223,18.808333333333334
BL000085364,18.4875
BL000085365,21.3125
BLM00085104,26.825
BLM00085123,26.893333333333334
BLM00085140,25.8875
BLM00085153,25.7875
BLM00085154,26.3
BLM00085195,23.8375
BLM00085196,24.7375
BLM00085207,25.5875
BLM00085210,27.395833333333332
BLM00085244,24.845833333333335
BLM00085245,24.504166666666666
BLM00085247,26.958333333333332
BLM00085268,26.195833333333333
BLM00085289,26.579166666666666
BMM00048042,28.891666666666666
BMM00048097,27.954166666666666
BN000005319,27.281666666666666
BN000065306,28.5675
BN000065335,28.266666666666666
BNM00065330,27.765
BNM00065338,27.725833333333334
BOM00026554,8.0375
BOM00026666,8.291666666666666
BOM00026825,9.3625
BOM00026850,8.333333333333334
BOM00026941,9.233333333333333
BOM00026951,9.0375
BOM00033008,10.620833333333334
BOM00033019,10.1625
BOM00033036,9.904166666666667
BOM00033038,9.045833333333333
BOM00033041,9.608333333333333
BPW00080601,27.045
BR000082704,26.981666666666666
BR000083361,28.4
BR000254000,27.495833333333334
BR000956000,29.374166666666667
BR001957002,28.360833333333332
BR002047016,23.208333333333332
BR002351003,23.920833333333334
BR002549075,19.895833333333332
BR002554002,23.054166666666667
BR002752004,21.136666666666667
BR00C4-0630,21.735
BR00D4-0750,22.829166666666666
BR00D8-0390,24.62
BR00E2-0220,22.2175
BR00E3-0070,22.254166666666666
BR00E3-0520,21.879166666666666
BR00E4-1230,22.325833333333332
BR027510430,28.3
BR038014410,28.4625
BR038196570,26.958333333333332
BR047571250,24.466666666666665
BR057324290,25.591666666666665
BRM00082098,28.275
BRM00082113,28.270833333333332
BRM00082191,28.270833333333332
BRM00082193,27.216666666666665
BRM00082212,27.4625
BRM00082246,27.033333333333335
BRM00082331,28.875
BRM00082445,28.933333333333334
BRM00082533,28.445833333333333
BRM00082562,28.320833333333333
BRM00082723,27.783333333333335
BRM00082900,25.85
BRM00083064,29.0125
BRM00083208,25.925
BRM00083235,27.808333333333334
BRM00083344,22.365833333333335
BRM00083377,22.7875
BRM00083423,26.120833333333334
BRM00083587,23.45
BRM00083592,23.5375
BRM00083648,26.516666666666666
BRM00083746,25.320833333333333
BRM00083766,24.15
BRM00083827,23.395833333333332
BRM00083836,19.55
BRM00083897,22.591666666666665
BRM00083967,21.641666666666666
BRM00083980,19.295833333333334
BRM00083997,18.475
BUM00015502,13.266666666666667
BUM00015552,15.05
BUM00015614,12.179166666666667
BUM00015730,13.929166666666667
BXM00096315,28.25583333333333
CA001011500,11.235
CA001012710,10.495833333333334
CA001014820,9.911666666666667
CA001016995,11.401666666666667
CA001017230,10.2125
CA001018598,10.513333333333334
CA001018610,10.0425
CA001018611,10.596666666666666
CA001021261,9.0175
CA001021830,10.554166666666667
CA001022689,12.059166666666666
CA001023462,10.360833333333334
CA001025240,10.318333333333333
CA001026270,8.408333333333333
CA00102BFHH,10.955833333333333
CA001031316,10.45
CA001032730,10.468333333333334
CA001032731,9.929166666666667
CA001035612,10.05
CA001035614,10.848333333333333
CA001035940,9.733333333333333
CA001036B06,9.755833333333333
CA001038205,9.8175
CA001038332,10.15
CA001043152,10.844166666666666
CA001045100,11.343333333333334
CA0010459NN,11.451666666666666
CA0010476F0,9.919166666666667
CA001054500,8.879166666666666
CA001057052,9.334166666666667
CA001060901,9.885833333333334
CA001060902,9.446666666666667
CA001062544,10.206666666666667
CA001063298,9.153333333333334
CA001063303,9.315833333333334
CA001063461,9.645833333333334
CA001063690,9.629166666666666
CA001064020,7.989166666666667
CA001064321,8.393333333333333
CA001064728,9.028333333333334
CA001065010,9.999166666666667
CA001066482,8.2775
CA001068131,8.1575
CA001068250,9.6175
CA001073615,4.48
CA001077499,4.205
CA00107G879,3.1283333333333334
CA001086558,2.2883333333333336
CA001091174,2.3141666666666665
CA001096468,5.3075
CA001096631,4.7825
CA001097646,1.5708333333333333
CA001098D90,4.245833333333334
CA001100119,10.98
CA001103332,10.235833333333334
CA001105192,10.451666666666666
CA001105658,5.530833333333334
CA001106178,10.816666666666666
CA001106CL2,11.016666666666667
CA001106PF7,10.740833333333333
CA001108395,10.318333333333333
CA001108446,11.505833333333333
CA001108824,10.924166666666666
CA001108910,10.959166666666667
CA001113581,6.365833333333334
CA001114619,10.019166666666667
CA001123721,5.0008333333333335
CA001125073,6.6925
CA001125852,10.161666666666667
CA001126070,9.8875
CA001126510,6.1325
CA00112FN0M,5.9725
CA00112G8L1,8.978333333333333
CA001135126,7.100833333333333
CA001140876,8.265833333333333
CA001141455,8.620833333333334
CA001142574,6.860833333333333
CA001145297,7.769166666666667
CA001145460,8.223333333333333
CA00114B1F0,8.708333333333334
CA00114EMDM,7.489166666666667
CA001152850,5.354166666666667
CA001154203,5.754166666666666
CA001157630,3.8758333333333335
CA001157631,3.7266666666666666
CA001160899,4.3758333333333335
CA001160H99,4.0775
CA001162177,2.5975
CA001163780,8.82
CA001165793,4.066666666666666
CA001166658,4.3308333333333335
CA001167337,7.256666666666667
CA001168520,6.07
CA001173210,4.450833333333334
CA001175122,4.966666666666667
CA001181508,3.1441666666666666
CA001192946,0.31416666666666665
CA00119BLM0,0.47333333333333333
CA001200560,2.9025
CA001206197,4.255
CA002100301,-0.6866666666666666
CA002100402,-2.470833333333333
CA002100518,-0.9691666666666666
CA002100805,-5.526666666666666
CA002100LRP,-2.4658333333333333
CA002101102,0.6633333333333333
CA002101300,1.5666666666666667
CA002101310,1.5441666666666667
CA002201022,-5.395833333333333
CA002201799,-2.345
CA002201903,-5.6241666666666665
CA002202115,-1.9225
CA002202200,-2.0075
CA002202400,-2.0908333333333333
CA002202570,-4.5775
CA002202678,-5.670833333333333
CA002202801,-4.1225
CA002202810,-3.9741666666666666
CA002203058,-7.2925
CA002203359,-6.145
CA002203914,-7.110833333333333
CA002300500,-10.3275
CA002300501,-10.5425
CA002300902,-9.299166666666666
CA002301000,-9.53
CA002303610,-11.334166666666667
CA002400600,-12.879166666666666
CA002400602,-12.865833333333333
CA002400635,-6.1975
CA002400637,-6.309166666666667
CA002400697,-12.771666666666667
CA002400802,-9.743333333333334
CA002400804,-9.645833333333334
CA002402350,-11.204166666666667
CA002402353,-11.463333333333333
CA002402354,-11.469166666666666
CA002402594,-6.6175
CA002402604,-16.133333333333333
CA002403049,-6.116666666666666
CA002403206,-11.699166666666667
CA002403500,-14.056666666666667
CA002403505,-14.200833333333334
CA002403625,-8.78
CA002502505,-10.263333333333334
CA00250M001,-15.066666666666666
CA003010815,3.1225
CA003011240,1.7341666666666666
CA003011887,1.2833333333333334
CA003012206,1.4583333333333333
CA003012209,3.5141666666666667
CA00301222F,3.1391666666666667
CA003012275,1.6608333333333334
CA003012515,1.1483333333333334
CA003013959,1.0325
CA003013961,1.0966666666666667
CA003015523,1.1458333333333333
CA003016GF0,1.275
CA00301A001,2.8316666666666666
CA00301B460,2.1433333333333335
CA00301S001,1.9458333333333333
CA003023722,1.68
CA003026479,1.52
CA003030768,4.269166666666667
CA003031094,3.03
CA003031322,4.639166666666667
CA003031640,3.575833333333333
CA003033875,4.235833333333333
CA003033890,5.096666666666667
CA003034479,4.388333333333334
CA003035198,3.4183333333333334
CA003035208,3.424166666666667
CA003035340,3.6983333333333333
CA003036099,3.8958333333333335
CA003036682,3.870833333333333
CA00303M9JM,3.49
CA003044923,3.5166666666666666
CA003050519,1.6533333333333333
CA003050520,1.4983333333333333
CA003050778,2.4008333333333334
CA003051R4R,2.6191666666666666
CA003053536,2.0366666666666666
CA003053600,2.6283333333333334
CA003054843,1.465
CA00305MGFF,-2.645
CA003062246,1.7583333333333333
CA003062696,0.43083333333333335
CA003063135,-0.9491666666666667
CA003064528,1.1758333333333333
CA003072723,-0.365
CA003073140,-0.8116666666666666
CA003081680,1.4066666666666667
CA004010879,0.9616666666666667
CA004010984,2.375
CA004012400,2.4
CA004013480,1.0233333333333334
CA004013660,0.96
CA004014040,1.5658333333333334
CA004014322,0.7158333333333333
CA004015322,2.3358333333333334
CA004015440,0.5691666666666667
CA004016322,2.245
CA004016560,1.9775
CA004016699,1.6066666666666667
CA004018642,0.8783333333333333
CA0040190LN,0.8741666666666666
CA00401HP5R,2.0775
CA004020560,2.895
CA004022359,1.9716666666666667
CA004022363,2.0933333333333333
CA004024714,2.2841666666666667
CA004024919,3.848333333333333
CA004026847,2.714166666666667
CA004028038,2.723333333333333
CA004028060,2.691666666666667
CA00402DAF0,2.8341666666666665
CA0040318MN,2.4166666666666665
CA004031999,2.325
CA004032322,2.03
CA004034910,1.905
CA004036844,2.5716666666666668
CA004038412,2.058333333333333
CA004041000,-0.03333333333333333
CA004045607,0.8308333333333333
CA004046884,1.1883333333333332
CA004047240,0.7208333333333333
CA004047644,1.1241666666666668
CA004055079,0.07333333333333333
CA004055736,2.316666666666667
CA004056240,0.11666666666666667
CA004060983,0.2725
CA004061632,-4.675833333333333
CA004064149,-0.49333333333333335
CA004067655,-2.6141666666666667
CA004067723,0.09416666666666666
CA004068340,-3.6416666666666666
CA004068559,0.29583333333333334
CA00406N0NM,-0.095
CA00406QLD0,-3.64
CA00407N51G,-0.27
CA004083321,0.18333333333333332
CA005010481,0.8941666666666667
CA005010547,1.3358333333333334
CA005012469,-0.0225
CA005012654,0.16416666666666666
CA005013117,-0.4625
CA00501A7AR,2.0825
CA005021849,2.9291666666666667
CA005022125,1.1483333333333334
CA005022791,2.370833333333333
CA005023261,2.3658333333333332
CA005023262,3.3
CA00502I001,1.9291666666666667
CA00502S001,1.9191666666666667
CA005030203,-0.9125
CA0050309J6,0.8916666666666667
CA005031320,1.7783333333333333
CA005031A10,-0.9825
CA00503B1ER,1.385
CA005040681,1.42
CA005040689,1.515
CA005040FJ3,1.0625
CA005041685,1.3616666666666666
CA005043158,2.185
CA00504K80K,0.7683333333333333
CA005050919,-0.8291666666666667
CA005050920,-0.03916666666666667
CA005052880,-0.14166666666666666
CA005061648,-2.8033333333333332
CA005062922,-3.283333333333333
CA006016295,-4.365
CA006020559,2.7108333333333334
CA006036904,0.12833333333333333
CA006037775,0.9266666666666666
CA006037776,0.49416666666666664
CA006041110,1.685
CA006042716,-0.2125
CA006048266,3.075
CA006049095,0.6208333333333333
CA006049443,2.9141666666666666
CA00605DJ25,4.895833333333333
CA006065006,3.94
CA006070QK6,0.23166666666666666
CA006073975,0.9283333333333333
CA006073980,0.13666666666666666
CA006074211,1.1883333333333332
CA006075420,-0.7408333333333333
CA006075431,-0.4116666666666667
CA006075543,0.05583333333333333
CA006078282,0.6241666666666666
CA006085700,3.3691666666666666
CA006092920,4.785833333333334
CA006100285,5.793333333333333
CA006100971,6.4975
CA006101874,7.4125
CA006102J13,5.8566666666666665
CA006103367,6.861666666666666
CA006104027,5.673333333333333
CA006105762,5.275833333333333
CA006105976,6.029166666666667
CA006106001,5.4475
CA006107276,5.453333333333333
CA00610FC98,5.245
CA006111792,7.013333333333334
CA006114295,6.013333333333334
CA006117684,6.5008333333333335
CA006122847,7.194166666666667
CA006130257,10.2425
CA006131983,7.963333333333333
CA006136606,8.483333333333333
CA006136699,9.274166666666666
CA006142400,6.155833333333334
CA006142402,6.216666666666667
CA006144473,7.5925
CA006145504,5.836666666666667
CA006148122,8.2125
CA006150689,7.838333333333333
CA006151061,8.845833333333333
CA006151309,6.945833333333334
CA006151684,6.9525
CA006152695,7.223333333333334
CA006155878,7.990833333333334
CA006156559,6.989166666666667
CA006158355,8.936666666666667
CA006158875,7.035833333333334
CA00615S001,7.9575
CA006163171,4.3525
CA00616I001,3.618333333333333
CA007011983,3.385
CA007014160,5.439166666666667
CA007015791,-1.2183333333333333
CA00701Q009,3.694166666666667
CA00701S001,3.4725
CA007022579,5.950833333333334
CA007024745,7.0275
CA007027039,5.635
CA007028754,3.7408333333333332
CA00702FHL8,5.995833333333334
CA00702FQLF,5.8625
CA00702LED4,5.92
CA00702S006,6.621666666666667
CA007034482,3.215
CA00703GDKB,3.1216666666666666
CA007041312,-0.20083333333333334
CA007041382,1.125
CA007041JG6,4.503333333333333
